Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,1.4900637202017948e6,1067.6,0.15932802378845254
NY_Z_A_conventional_hydroelectric_1,2,1.2298959522591535e7,2434.9,0.5766112830429281
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,199900.3031308478,63.3,0.36050030501065417
NY_Z_D_conventional_hydroelectric_1,5,5.5047381943395445e6,809.6,0.7761793120594453
NY_Z_F_conventional_hydroelectric_1,6,954716.8665198885,274.6,0.3968898167030369
PJM_EMAC_conventional_hydroelectric_1,10,1.720364112780336e6,572.0,0.3433367086527158
PJM_Rest_conventional_hydroelectric_1,11,2.531756174360497e6,1507.8,0.19167877829506483
NENG_Rest_conventional_steam_coal_1,1,0.0,0.0,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,1,0.0,0.0,0.0
NENG_Rest_natural_gas_fired_combined_cycle_2,1,0.0,0.0,0.0
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,0.0,0.0,0.0
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,0.0,0.0,0.0
NENG_Rest_nuclear_1,1,1.6494978167823862e7,3355.5,0.5611647668968436
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_steam_turbine_1,2,0.0,0.0,0.0
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,-1.4210854715202004e-14,0.0
NY_Z_B_nuclear_1,3,1.8189894035458565e-12,0.0,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,0.0,0.0,0.0
NY_Z_C&E_natural_gas_steam_turbine_1,4,0.0,0.0,0.0
NY_Z_C&E_nuclear_1,4,1.4355600748425584e7,2777.0,0.5901214291409369
NY_Z_D_natural_gas_fired_combined_cycle_1,5,0.0,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_2,5,0.0,0.0,0.0
NY_Z_F_natural_gas_fired_combined_cycle_1,6,0.0,0.0,0.0
NY_Z_F_natural_gas_fired_combined_cycle_2,6,0.0,0.0,0.0
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,0.0,-3.552713678800501e-15,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,0.0,3.552713678800501e-15,0.0
NY_Z_J_natural_gas_fired_combined_cycle_1,8,0.0,0.0,0.0
NY_Z_J_natural_gas_fired_combined_cycle_2,8,0.0,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,0.0,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combined_cycle_1,9,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combined_cycle_2,9,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_1,9,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_2,9,0.0,0.0,0.0
PJM_EMAC_conventional_steam_coal_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_2,10,0.0,-1.8189894035458565e-12,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_3,10,0.0,-1.1368683772161603e-13,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_steam_turbine_1,10,0.0,0.0,0.0
PJM_EMAC_nuclear_1,10,4.180697607871805e7,7347.7,0.6495210547157529
PJM_EMAC_nuclear_2,10,6.661941e6,1172.0,0.6488869863013699
PJM_Rest_conventional_steam_coal_1,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combined_cycle_1,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combined_cycle_2,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_1,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_2,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_3,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_4,11,0.0,0.0,0.0
PJM_Rest_nuclear_1,11,1.2055995718386112e8,22747.8,0.6050058550689951
NENG_Rest_naturalgas_ccavgcf_moderate_0,1,0.0,0.0,0.0
NENG_Rest_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,0.0
NENG_Rest_nuclear_nuclear_moderate_0,1,0.0,0.0,0.0
NENG_Rest_naturalgas_ccs100_moderate_0,1,4.6525155587760955e7,8851.818034201071,0.6000000000000016
NY_Z_A_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,0.0
NY_Z_A_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,0.0
NY_Z_A_nuclear_nuclear_moderate_0,2,0.0,0.0,0.0
NY_Z_A_naturalgas_ccs100_moderate_0,2,0.0,0.0,0.0
NY_Z_B_naturalgas_ccavgcf_moderate_0,3,0.0,0.0,0.0
