Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,3.039124007030445e6,1067.6,0.324964372679732
NY_Z_A_conventional_hydroelectric_1,2,1.316488428106823e7,2434.9,0.6172083746169538
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,211305.1968846283,63.3,0.3810678960170607
NY_Z_D_conventional_hydroelectric_1,5,5.576709842773713e6,809.6,0.7863274612714933
NY_Z_F_conventional_hydroelectric_1,6,1.029576620242038e6,274.6,0.4280101152702137
PJM_EMAC_conventional_hydroelectric_1,10,2.244727774588468e6,572.0,0.4479850749170714
PJM_Rest_conventional_hydroelectric_1,11,3.0439947188145854e6,1507.8,0.2304602610424715
NENG_Rest_conventional_steam_coal_1,1,2.8891243395232446e6,438.0,0.7529879327795617
NENG_Rest_natural_gas_fired_combined_cycle_1,1,4.46679147894994e6,965.7342861296897,0.528000000000001
NENG_Rest_natural_gas_fired_combined_cycle_2,1,4.1389708895901315e7,10513.3,0.44941670205238743
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.953784847999992e6,933.2,0.238999999999999
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2.62948100902981e-10,0.0,0.0
NENG_Rest_nuclear_1,1,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,78638.5199999999,47.0,0.19099999999999975
NY_Z_A_natural_gas_steam_turbine_1,2,134690.13000000047,45.0,0.341679680365298
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.0,1.4210854715202004e-14,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,3.594783203794948e6,581.3,0.7059407869063256
