Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,4.095792097677899e6,1067.6,0.4379507076938992
NY_Z_A_conventional_hydroelectric_1,2,1.3534029739071652e7,2434.9,0.6345149960248736
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,214030.3967700002,63.3,0.3859825228310506
NY_Z_D_conventional_hydroelectric_1,5,5.595019445015504e6,809.6,0.7889091525291683
NY_Z_F_conventional_hydroelectric_1,6,1.0589428449243954e6,274.6,0.44021808596829737
PJM_EMAC_conventional_hydroelectric_1,10,2.536967545615898e6,572.0,0.5063079848037604
PJM_Rest_conventional_hydroelectric_1,11,3.2266447059455663e6,1507.8,0.24428865681905887
NENG_Rest_conventional_steam_coal_1,1,3.8029876986778146e6,438.0,0.9911667028100475
NENG_Rest_natural_gas_fired_combined_cycle_1,1,1.7214829631999955e7,3721.9,0.5279999999999986
NENG_Rest_natural_gas_fired_combined_cycle_2,1,4.137864456522905e7,10513.3,0.44929656361378056
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.9537848480000047e6,933.2,0.23900000000000055
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,0.0,0.0,0.0
NENG_Rest_nuclear_1,1,1.6496373129734585e7,1941.6750770227407,0.969857232981085
NY_Z_A_natural_gas_fired_combined_cycle_1,2,2.185907327999998e6,444.8,0.5609999999999994
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,78638.52000000025,47.0,0.1910000000000006
NY_Z_A_natural_gas_steam_turbine_1,2,176150.24999999956,45.0,0.4468550228310491
NY_Z_B_natural_gas_fired_combined_cycle_1,3,751187.5199999982,119.1,0.7199999999999983
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,0.0,0.0,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,6.737902919999987e6,1768.2,0.43499999999999917
NY_Z_C&E_natural_gas_steam_turbine_1,4,280287.58799999865,106.3,0.30099999999999855
NY_Z_C&E_nuclear_1,4,0.0,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_1,5,787348.8000000004,280.0,0.3210000000000002
NY_Z_D_natural_gas_fired_combined_cycle_2,5,665628.6000000009,91.0,0.8350000000000012
NY_Z_F_natural_gas_fired_combined_cycle_1,6,1.73488359362225e7,3499.8,0.5658782568469829
NY_Z_F_natural_gas_fired_combined_cycle_2,6,1.9449661560000002e6,293.3,0.7570000000000001
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,4.0733431491085314e6,746.5,0.6228982051871491
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,81549.46800000002,21.7,0.42900000000000016
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,87356.47199999995,83.8,0.11899999999999993
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,17597.08799999999,24.8,0.08099999999999995
NY_Z_J_natural_gas_fired_combined_cycle_1,8,4.271072954145018e6,756.6,0.6444163438069219
NY_Z_J_natural_gas_fired_combined_cycle_2,8,1.1227208338196658e7,2828.4,0.453134205722448
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,-4.029534683076072e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,6.318982199999987e6,1621.0,0.4449999999999991
NY_Z_K_natural_gas_fired_combined_cycle_1,9,1.0508014199999962e6,220.1,0.544999999999998
NY_Z_K_natural_gas_fired_combined_cycle_2,9,2.281266901682434e6,527.9,0.49331046804786827
NY_Z_K_natural_gas_fired_combustion_turbine_1,9,-5.398560887215354e-12,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_2,9,2.7152802600000105e6,533.5,0.5810000000000022
PJM_EMAC_conventional_steam_coal_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1.0998413892000018e7,1958.7,0.641000000000001
PJM_EMAC_natural_gas_fired_combined_cycle_2,10,5.255153247115409e7,11865.3,0.5055947499952
PJM_EMAC_natural_gas_fired_combined_cycle_3,10,2.057755992268541e-10,0.0,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,-2.9297690395293146e-9,-4.547473508864641e-13,0.0
PJM_EMAC_natural_gas_steam_turbine_1,10,2.1530555759999994e6,1526.6,0.16099999999999998
PJM_EMAC_nuclear_1,10,6.184824670168321e7,7347.7,0.9608860098936188
PJM_EMAC_nuclear_2,10,0.0,0.0,0.0
PJM_Rest_conventional_steam_coal_1,11,2.081817344317892e8,29603.6,0.802775276559097
PJM_Rest_natural_gas_fired_combined_cycle_1,11,8.65484233200001e6,2133.9,0.46300000000000047
PJM_Rest_natural_gas_fired_combined_cycle_2,11,8.5173189168e7,24246.8,0.401
PJM_Rest_natural_gas_fired_combustion_turbine_1,11,1.4487393119999964e6,614.8,0.26899999999999935
PJM_Rest_natural_gas_fired_combustion_turbine_2,11,3.6828127813864175e-10,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_3,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_4,11,-1.2211560829200627e-10,0.0,0.0
PJM_Rest_nuclear_1,11,-3.00615283777006e-8,-3.637978807091713e-12,0.0
NENG_Rest_naturalgas_ccavgcf_moderate_0,1,0.0,0.0,0.0
NENG_Rest_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,0.0
NENG_Rest_nuclear_nuclear_moderate_0,1,0.0,0.0,0.0
NENG_Rest_naturalgas_ccs100_moderate_0,1,0.0,0.0,0.0
NY_Z_A_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,0.0
NY_Z_A_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,0.0
NY_Z_A_nuclear_nuclear_moderate_0,2,0.0,0.0,0.0
NY_Z_A_naturalgas_ccs100_moderate_0,2,0.0,0.0,0.0
NY_Z_B_naturalgas_ccavgcf_moderate_0,3,0.0,0.0,0.0
NY_Z_B_naturalgas_ctavgcf_moderate_0,3,0.0,0.0,0.0
NY_Z_B_nuclear_nuclear_moderate_0,3,0.0,0.0,0.0
NY_Z_B_naturalgas_ccs100_moderate_0,3,0.0,0.0,0.0
NY_Z_C&E_naturalgas_ccavgcf_moderate_0,4,0.0,0.0,0.0
NY_Z_C&E_naturalgas_ctavgcf_moderate_0,4,0.0,0.0,0.0
