Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11
cTotal,4.59545835619991e10,5.938780786384377e9,6.260205304771998e8,2.9461604545704573e8,1.8414166513652377e9,1.0749671098623994e8,2.4195198496603436e9,6.492021317326046e8,3.0835825609191804e9,1.2545900045787023e8,6.535764858235651e9,2.416250935705902e10
cFix,2.8824710064030476e10,4.2392546705113187e9,6.173136885242453e8,2.514609257789661e8,1.3996592651532605e9,7.85657368e7,1.926930292652848e9,4.743351281132771e8,2.3078508052000003e9,1.3949451999999998e7,3.6093562567281256e9,1.3906033842568445e10
cVar,2.0844678474866712e9,2.1568933638808e8,2.6943804838946145e6,1.3316605928586997e7,9.829090134854667e7,4.0548463200000003e6,7.1160356257696e7,2.7262741982047737e7,1.0611827750930998e8,1.6500285965162378e7,4.1770265032607764e8,1.1116774649772503e9
cFuel,1.4683020089155434e10,1.430578714983838e9,6.01246146906e6,2.983851374949267e7,3.4346648486343056e8,2.4876127866239943e7,4.2142920074979955e8,1.476042616372797e8,6.469689420242639e8,8.78403156053215e7,2.3996070166935067e9,9.144798049513327e9
cNSE,1.9217048206207502e8,5.3258064501139924e7,0.0,0.0,0.0,0.0,0.0,0.0,2.264453618560665e7,7.16894688738637e6,1.090989344879421e8,0.0
cStart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,1.5707877768490884e8,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,0.0,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
