Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,2.96145916367724e6,1067.6,0.31665990499721564
NY_Z_A_conventional_hydroelectric_1,2,1.3016201027578345e7,2434.9,0.6102376677531479
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,206651.8656361122,63.3,0.3726760761541983
NY_Z_D_conventional_hydroelectric_1,5,5.507221718468986e6,809.6,0.7765294940267287
NY_Z_F_conventional_hydroelectric_1,6,989245.8238484658,274.6,0.4112440111513242
PJM_EMAC_conventional_hydroelectric_1,10,2.0370241437906197e6,572.0,0.4065332215311611
PJM_Rest_conventional_hydroelectric_1,11,2.803602537565493e6,1507.8,0.21226021473463508
NENG_Rest_conventional_steam_coal_1,1,-4.293881715194523e-10,-5.684341886080802e-14,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,1,6.300422128540725e-10,0.0,0.0
NENG_Rest_natural_gas_fired_combined_cycle_2,1,-5.798181751766644e-9,-1.8189894035458565e-12,0.0
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,-9.176821744998817e-11,0.0,0.0
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2.5808926799326417e-10,0.0,0.0
NENG_Rest_nuclear_1,1,1.497741182498286e7,3355.5,0.5095366438180231
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_steam_turbine_1,2,68682.90367140342,35.317631160991475,0.22200000000000022
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.0,1.4210854715202004e-14,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,2.6516683858065656e6,581.3,0.520732617453748
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,-5.981077385497728e-10,-2.2737367544323206e-13,0.0
NY_Z_C&E_natural_gas_steam_turbine_1,4,0.0,0.0,0.0
NY_Z_C&E_nuclear_1,4,1.2893020438093895e7,2777.0,0.529998554585444
NY_Z_D_natural_gas_fired_combined_cycle_1,5,0.0,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_2,5,0.0,1.4210854715202004e-14,0.0
NY_Z_F_natural_gas_fired_combined_cycle_1,6,1.9639843957132538e-9,0.0,0.0
NY_Z_F_natural_gas_fired_combined_cycle_2,6,5.772572584767573e-10,5.684341886080802e-14,0.0
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,17597.08799999998,24.8,0.08099999999999992
NY_Z_J_natural_gas_fired_combined_cycle_1,8,5.582144929280848e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combined_cycle_2,8,-1.975617946242496e-9,-4.547473508864641e-13,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,-4.4746487869390135e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,-6.520986080095293e-10,-2.2737367544323206e-13,0.0
NY_Z_K_natural_gas_fired_combined_cycle_1,9,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combined_cycle_2,9,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_1,9,-1.195864718536097e-10,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_2,9,-6.00504963461688e-10,-1.1368683772161603e-13,0.0
