Time,Weight
1,95.0
2,95.0
3,95.0
4,95.0
5,95.0
6,95.0
7,95.0
8,95.0
9,95.0
10,95.0
11,95.0
12,95.0
13,95.0
14,95.0
15,95.0
16,95.0
17,95.0
18,95.0
19,95.0
20,95.0
21,95.0
22,95.0
23,95.0
24,95.0
25,159.0
26,159.0
27,159.0
28,159.0
29,159.0
30,159.0
31,159.0
32,159.0
33,159.0
34,159.0
35,159.0
36,159.0
37,159.0
38,159.0
39,159.0
40,159.0
41,159.0
42,159.0
43,159.0
44,159.0
45,159.0
46,159.0
47,159.0
48,159.0
49,111.00000000000001
50,111.00000000000001
51,111.00000000000001
52,111.00000000000001
53,111.00000000000001
54,111.00000000000001
55,111.00000000000001
56,111.00000000000001
57,111.00000000000001
58,111.00000000000001
59,111.00000000000001
60,111.00000000000001
61,111.00000000000001
62,111.00000000000001
63,111.00000000000001
64,111.00000000000001
65,111.00000000000001
66,111.00000000000001
67,111.00000000000001
68,111.00000000000001
69,111.00000000000001
70,111.00000000000001
71,111.00000000000001
72,111.00000000000001
