Time,Weight
1,41.0
2,41.0
3,41.0
4,41.0
5,41.0
6,41.0
7,41.0
8,41.0
9,41.0
10,41.0
11,41.0
12,41.0
13,41.0
14,41.0
15,41.0
16,41.0
17,41.0
18,41.0
19,41.0
20,41.0
21,41.0
22,41.0
23,41.0
24,41.0
25,29.000000000000004
26,29.000000000000004
27,29.000000000000004
28,29.000000000000004
29,29.000000000000004
30,29.000000000000004
31,29.000000000000004
32,29.000000000000004
33,29.000000000000004
34,29.000000000000004
35,29.000000000000004
36,29.000000000000004
37,29.000000000000004
38,29.000000000000004
39,29.000000000000004
40,29.000000000000004
41,29.000000000000004
42,29.000000000000004
43,29.000000000000004
44,29.000000000000004
45,29.000000000000004
46,29.000000000000004
47,29.000000000000004
48,29.000000000000004
49,18.0
50,18.0
51,18.0
52,18.0
53,18.0
54,18.0
55,18.0
56,18.0
57,18.0
58,18.0
59,18.0
60,18.0
61,18.0
62,18.0
63,18.0
64,18.0
65,18.0
66,18.0
67,18.0
68,18.0
69,18.0
70,18.0
71,18.0
72,18.0
73,23.0
74,23.0
75,23.0
76,23.0
77,23.0
78,23.0
79,23.0
80,23.0
81,23.0
82,23.0
83,23.0
84,23.0
85,23.0
86,23.0
87,23.0
88,23.0
89,23.0
90,23.0
91,23.0
92,23.0
93,23.0
94,23.0
95,23.0
96,23.0
97,35.0
98,35.0
99,35.0
100,35.0
101,35.0
102,35.0
103,35.0
104,35.0
105,35.0
106,35.0
107,35.0
108,35.0
109,35.0
110,35.0
111,35.0
112,35.0
113,35.0
114,35.0
115,35.0
116,35.0
117,35.0
118,35.0
119,35.0
120,35.0
121,26.0
122,26.0
123,26.0
124,26.0
125,26.0
126,26.0
127,26.0
128,26.0
129,26.0
130,26.0
131,26.0
132,26.0
133,26.0
134,26.0
135,26.0
136,26.0
137,26.0
138,26.0
139,26.0
140,26.0
141,26.0
142,26.0
143,26.0
144,26.0
145,27.0
146,27.0
147,27.0
148,27.0
149,27.0
150,27.0
151,27.0
152,27.0
153,27.0
154,27.0
155,27.0
156,27.0
157,27.0
158,27.0
159,27.0
160,27.0
161,27.0
162,27.0
163,27.0
164,27.0
165,27.0
166,27.0
167,27.0
168,27.0
169,52.99999999999999
170,52.99999999999999
171,52.99999999999999
172,52.99999999999999
173,52.99999999999999
174,52.99999999999999
175,52.99999999999999
176,52.99999999999999
177,52.99999999999999
178,52.99999999999999
179,52.99999999999999
180,52.99999999999999
181,52.99999999999999
182,52.99999999999999
183,52.99999999999999
184,52.99999999999999
185,52.99999999999999
186,52.99999999999999
187,52.99999999999999
188,52.99999999999999
189,52.99999999999999
190,52.99999999999999
191,52.99999999999999
192,52.99999999999999
193,35.0
194,35.0
195,35.0
196,35.0
197,35.0
198,35.0
199,35.0
200,35.0
201,35.0
202,35.0
203,35.0
204,35.0
205,35.0
206,35.0
207,35.0
208,35.0
209,35.0
210,35.0
211,35.0
212,35.0
213,35.0
214,35.0
215,35.0
216,35.0
217,28.0
218,28.0
219,28.0
220,28.0
221,28.0
222,28.0
223,28.0
224,28.0
225,28.0
226,28.0
227,28.0
228,28.0
229,28.0
230,28.0
231,28.0
232,28.0
233,28.0
234,28.0
235,28.0
236,28.0
237,28.0
238,28.0
239,28.0
240,28.0
241,27.0
242,27.0
243,27.0
244,27.0
245,27.0
246,27.0
247,27.0
248,27.0
249,27.0
250,27.0
251,27.0
252,27.0
253,27.0
254,27.0
255,27.0
256,27.0
257,27.0
258,27.0
259,27.0
260,27.0
261,27.0
262,27.0
263,27.0
264,27.0
265,23.0
266,23.0
267,23.0
268,23.0
269,23.0
270,23.0
271,23.0
272,23.0
273,23.0
274,23.0
275,23.0
276,23.0
277,23.0
278,23.0
279,23.0
280,23.0
281,23.0
282,23.0
283,23.0
284,23.0
285,23.0
286,23.0
287,23.0
288,23.0
