Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,3.5375218253675457e6,1067.6,0.37825654963802496
NY_Z_A_conventional_hydroelectric_1,2,1.3167094639747461e7,2434.9,0.6173120027126212
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,214411.55771999998,63.3,0.3866699086757991
NY_Z_D_conventional_hydroelectric_1,5,5.550092464266053e6,809.6,0.7825743566170076
NY_Z_F_conventional_hydroelectric_1,6,1.04362809178e6,274.6,0.4338515182648402
PJM_EMAC_conventional_hydroelectric_1,10,2.4988610449074944e6,572.0,0.4987029897714289
PJM_Rest_conventional_hydroelectric_1,11,3.459370881999671e6,1507.8,0.26190831133203774
NENG_Rest_conventional_steam_coal_1,1,2.872225295999995e6,438.0,0.7485835616438343
NENG_Rest_natural_gas_fired_combined_cycle_1,1,2.0402234675344923e6,441.10269379032025,0.528
NENG_Rest_natural_gas_fired_combined_cycle_2,1,4.128360324104834e7,10513.3,0.4482645882843717
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.9537848479999995e6,933.2,0.23899999999999993
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2.1364907982303496e-10,0.0,0.0
NENG_Rest_nuclear_1,1,3.160223407675762e6,469.43306709384433,0.7684931506849321
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,78638.52000000016,47.0,0.1910000000000004
NY_Z_A_natural_gas_steam_turbine_1,2,154773.72000000035,45.0,0.3926273972602749
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.0,1.4210854715202004e-14,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,3.621565285829581e6,581.3,0.7112002317725861
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,6.737902920000006e6,1768.2,0.4350000000000004
NY_Z_C&E_natural_gas_steam_turbine_1,4,280287.5880000002,106.3,0.3010000000000002
NY_Z_C&E_nuclear_1,4,1.7329341397786744e7,2777.0,0.7123641769470825
NY_Z_D_natural_gas_fired_combined_cycle_1,5,787348.8000000003,280.0,0.3210000000000001
NY_Z_D_natural_gas_fired_combined_cycle_2,5,0.0,1.4210854715202004e-14,0.0
NY_Z_F_natural_gas_fired_combined_cycle_1,6,1.7281893364947822e7,3499.8,0.5636947474933277
