Time,Weight
1,93.0
2,93.0
3,93.0
4,93.0
5,93.0
6,93.0
7,93.0
8,93.0
9,93.0
10,93.0
11,93.0
12,93.0
13,93.0
14,93.0
15,93.0
16,93.0
17,93.0
18,93.0
19,93.0
20,93.0
21,93.0
22,93.0
23,93.0
24,93.0
25,121.00000000000001
26,121.00000000000001
27,121.00000000000001
28,121.00000000000001
29,121.00000000000001
30,121.00000000000001
31,121.00000000000001
32,121.00000000000001
33,121.00000000000001
34,121.00000000000001
35,121.00000000000001
36,121.00000000000001
37,121.00000000000001
38,121.00000000000001
39,121.00000000000001
40,121.00000000000001
41,121.00000000000001
42,121.00000000000001
43,121.00000000000001
44,121.00000000000001
45,121.00000000000001
46,121.00000000000001
47,121.00000000000001
48,121.00000000000001
49,151.0
50,151.0
51,151.0
52,151.0
53,151.0
54,151.0
55,151.0
56,151.0
57,151.0
58,151.0
59,151.0
60,151.0
61,151.0
62,151.0
63,151.0
64,151.0
65,151.0
66,151.0
67,151.0
68,151.0
69,151.0
70,151.0
71,151.0
72,151.0
