Time,Weight
1,24.0
2,24.0
3,24.0
4,24.0
5,24.0
6,24.0
7,24.0
8,24.0
9,24.0
10,24.0
11,24.0
12,24.0
13,24.0
14,24.0
15,24.0
16,24.0
17,24.0
18,24.0
19,24.0
20,24.0
21,24.0
22,24.0
23,24.0
24,24.0
25,13.0
26,13.0
27,13.0
28,13.0
29,13.0
30,13.0
31,13.0
32,13.0
33,13.0
34,13.0
35,13.0
36,13.0
37,13.0
38,13.0
39,13.0
40,13.0
41,13.0
42,13.0
43,13.0
44,13.0
45,13.0
46,13.0
47,13.0
48,13.0
49,19.0
50,19.0
51,19.0
52,19.0
53,19.0
54,19.0
55,19.0
56,19.0
57,19.0
58,19.0
59,19.0
60,19.0
61,19.0
62,19.0
63,19.0
64,19.0
65,19.0
66,19.0
67,19.0
68,19.0
69,19.0
70,19.0
71,19.0
72,19.0
73,8.0
74,8.0
75,8.0
76,8.0
77,8.0
78,8.0
79,8.0
80,8.0
81,8.0
82,8.0
83,8.0
84,8.0
85,8.0
86,8.0
87,8.0
88,8.0
89,8.0
90,8.0
91,8.0
92,8.0
93,8.0
94,8.0
95,8.0
96,8.0
97,9.0
98,9.0
99,9.0
100,9.0
101,9.0
102,9.0
103,9.0
104,9.0
105,9.0
106,9.0
107,9.0
108,9.0
109,9.0
110,9.0
111,9.0
112,9.0
113,9.0
114,9.0
115,9.0
116,9.0
117,9.0
118,9.0
119,9.0
120,9.0
121,7.0
122,7.0
123,7.0
124,7.0
125,7.0
126,7.0
127,7.0
128,7.0
129,7.0
130,7.0
131,7.0
132,7.0
133,7.0
134,7.0
135,7.0
136,7.0
137,7.0
138,7.0
139,7.0
140,7.0
141,7.0
142,7.0
143,7.0
144,7.0
145,8.0
146,8.0
147,8.0
148,8.0
149,8.0
150,8.0
151,8.0
152,8.0
153,8.0
154,8.0
155,8.0
156,8.0
157,8.0
158,8.0
159,8.0
160,8.0
161,8.0
162,8.0
163,8.0
164,8.0
165,8.0
166,8.0
167,8.0
168,8.0
169,17.0
170,17.0
171,17.0
172,17.0
173,17.0
174,17.0
175,17.0
176,17.0
177,17.0
178,17.0
179,17.0
180,17.0
181,17.0
182,17.0
183,17.0
184,17.0
185,17.0
186,17.0
187,17.0
188,17.0
189,17.0
190,17.0
191,17.0
192,17.0
193,16.0
194,16.0
195,16.0
196,16.0
197,16.0
198,16.0
199,16.0
200,16.0
201,16.0
202,16.0
203,16.0
204,16.0
205,16.0
206,16.0
207,16.0
208,16.0
209,16.0
210,16.0
211,16.0
212,16.0
213,16.0
214,16.0
215,16.0
216,16.0
217,23.0
218,23.0
219,23.0
220,23.0
221,23.0
222,23.0
223,23.0
224,23.0
225,23.0
226,23.0
227,23.0
228,23.0
229,23.0
230,23.0
231,23.0
232,23.0
233,23.0
234,23.0
235,23.0
236,23.0
237,23.0
238,23.0
239,23.0
240,23.0
241,15.0
242,15.0
243,15.0
244,15.0
245,15.0
246,15.0
247,15.0
248,15.0
249,15.0
250,15.0
251,15.0
252,15.0
253,15.0
254,15.0
255,15.0
256,15.0
257,15.0
258,15.0
259,15.0
260,15.0
261,15.0
262,15.0
263,15.0
264,15.0
265,16.0
266,16.0
267,16.0
268,16.0
269,16.0
270,16.0
271,16.0
272,16.0
273,16.0
274,16.0
275,16.0
276,16.0
277,16.0
278,16.0
279,16.0
280,16.0
281,16.0
282,16.0
283,16.0
284,16.0
285,16.0
286,16.0
287,16.0
288,16.0
289,21.0
290,21.0
291,21.0
292,21.0
293,21.0
294,21.0
295,21.0
296,21.0
297,21.0
298,21.0
299,21.0
300,21.0
301,21.0
302,21.0
303,21.0
304,21.0
305,21.0
306,21.0
307,21.0
308,21.0
309,21.0
310,21.0
311,21.0
312,21.0
313,42.0
314,42.0
315,42.0
316,42.0
317,42.0
318,42.0
319,42.0
320,42.0
321,42.0
322,42.0
323,42.0
324,42.0
325,42.0
326,42.0
327,42.0
328,42.0
329,42.0
330,42.0
331,42.0
332,42.0
333,42.0
334,42.0
335,42.0
336,42.0
337,12.0
338,12.0
339,12.0
340,12.0
341,12.0
342,12.0
343,12.0
344,12.0
345,12.0
346,12.0
347,12.0
348,12.0
349,12.0
350,12.0
351,12.0
352,12.0
353,12.0
354,12.0
355,12.0
356,12.0
357,12.0
358,12.0
359,12.0
360,12.0
361,13.0
362,13.0
363,13.0
364,13.0
365,13.0
366,13.0
367,13.0
368,13.0
369,13.0
370,13.0
371,13.0
372,13.0
373,13.0
374,13.0
375,13.0
376,13.0
377,13.0
378,13.0
379,13.0
380,13.0
381,13.0
382,13.0
383,13.0
384,13.0
385,9.0
386,9.0
387,9.0
388,9.0
389,9.0
390,9.0
391,9.0
392,9.0
393,9.0
394,9.0
395,9.0
396,9.0
397,9.0
398,9.0
399,9.0
400,9.0
401,9.0
402,9.0
403,9.0
404,9.0
405,9.0
406,9.0
407,9.0
408,9.0
409,12.0
410,12.0
411,12.0
412,12.0
413,12.0
414,12.0
415,12.0
416,12.0
417,12.0
418,12.0
419,12.0
420,12.0
421,12.0
422,12.0
423,12.0
424,12.0
425,12.0
426,12.0
427,12.0
428,12.0
429,12.0
430,12.0
431,12.0
432,12.0
433,11.0
434,11.0
435,11.0
436,11.0
437,11.0
438,11.0
439,11.0
440,11.0
441,11.0
442,11.0
443,11.0
444,11.0
445,11.0
446,11.0
447,11.0
448,11.0
449,11.0
450,11.0
451,11.0
452,11.0
453,11.0
454,11.0
455,11.0
456,11.0
457,2.0
458,2.0
459,2.0
460,2.0
461,2.0
462,2.0
463,2.0
464,2.0
465,2.0
466,2.0
467,2.0
468,2.0
469,2.0
470,2.0
471,2.0
472,2.0
473,2.0
474,2.0
475,2.0
476,2.0
477,2.0
478,2.0
479,2.0
480,2.0
481,20.0
482,20.0
483,20.0
484,20.0
485,20.0
486,20.0
487,20.0
488,20.0
489,20.0
490,20.0
491,20.0
492,20.0
493,20.0
494,20.0
495,20.0
496,20.0
497,20.0
498,20.0
499,20.0
500,20.0
501,20.0
502,20.0
503,20.0
504,20.0
505,17.0
506,17.0
507,17.0
508,17.0
509,17.0
510,17.0
511,17.0
512,17.0
513,17.0
514,17.0
515,17.0
516,17.0
517,17.0
518,17.0
519,17.0
520,17.0
521,17.0
522,17.0
523,17.0
524,17.0
525,17.0
526,17.0
527,17.0
528,17.0
529,18.0
530,18.0
531,18.0
532,18.0
533,18.0
534,18.0
