Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,3.211270186458871e6,1067.6,0.3433714449406075
NY_Z_A_conventional_hydroelectric_1,2,1.3327041301869893e7,2434.9,0.6248107711975032
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,212423.16501441022,63.3,0.38308404029231363
NY_Z_D_conventional_hydroelectric_1,5,5.625719161701928e6,809.6,0.7932378751925986
NY_Z_F_conventional_hydroelectric_1,6,1.0230483213388334e6,274.6,0.42529620558040143
PJM_EMAC_conventional_hydroelectric_1,10,2.2829500244479165e6,572.0,0.4556131702525618
PJM_Rest_conventional_hydroelectric_1,11,2.9399576300442657e6,1507.8,0.22258363284469204
NENG_Rest_conventional_steam_coal_1,1,3.1703932026784476e6,438.0,0.8262945942219845
NENG_Rest_natural_gas_fired_combined_cycle_1,1,1.0778943814441502e7,2330.441360186097,0.5279999999999976
NENG_Rest_natural_gas_fired_combined_cycle_2,1,4.066945195709221e7,10513.3,0.4415960261717221
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.9537848480000042e6,933.2,0.23900000000000052
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2.2231889755498454e-10,0.0,0.0
NENG_Rest_nuclear_1,1,7.306963702107328e6,1011.802606328004,0.8243982287448907
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,81832.45199999974,47.0,0.19875753424657472
NY_Z_A_natural_gas_steam_turbine_1,2,171772.09603830648,45.0,0.4357485947191945
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.0,1.4210854715202004e-14,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,-1.4956640370655805e-9,-2.2737367544323206e-13,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,6.737902919999963e6,1768.2,0.4349999999999976
NY_Z_C&E_natural_gas_steam_turbine_1,4,280287.5879999984,106.3,0.3009999999999983
NY_Z_C&E_nuclear_1,4,0.0,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_1,5,787348.8000000003,280.0,0.3210000000000001
NY_Z_D_natural_gas_fired_combined_cycle_2,5,0.0,1.4210854715202004e-14,0.0
NY_Z_F_natural_gas_fired_combined_cycle_1,6,1.76888369519226e7,3499.8,0.5769682909448249
NY_Z_F_natural_gas_fired_combined_cycle_2,6,5.677726022006583e-10,5.684341886080802e-14,0.0
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,4.078149662653912e6,746.5,0.6236332202720629
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,87356.47200000004,83.8,0.11900000000000006
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,17597.087999999996,24.8,0.08099999999999997
NY_Z_J_natural_gas_fired_combined_cycle_1,8,4.1488373534065285e6,756.6,0.6259735263330376
NY_Z_J_natural_gas_fired_combined_cycle_2,8,1.1035339780891072e7,2828.4,0.44539032107197896
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,-4.249792063977266e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,6.318982200000044e6,1621.0,0.4450000000000031
NY_Z_K_natural_gas_fired_combined_cycle_1,9,1.0634197530000014e6,220.1,0.551544520547946
NY_Z_K_natural_gas_fired_combined_cycle_2,9,2.138909318353107e6,527.9,0.46252648305665056
NY_Z_K_natural_gas_fired_combustion_turbine_1,9,0.0,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_2,9,-6.071455162641062e-10,-1.1368683772161603e-13,0.0
PJM_EMAC_conventional_steam_coal_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1.0998413891999995e7,1958.7,0.6409999999999997
PJM_EMAC_natural_gas_fired_combined_cycle_2,10,5.311296996971331e7,11865.3,0.5109963023072623
PJM_EMAC_natural_gas_fired_combined_cycle_3,10,1.9201024521464546e-10,0.0,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,-2.9950484647149945e-9,-4.547473508864641e-13,0.0
