Time,Weight
1,82.0
2,82.0
3,82.0
4,82.0
5,82.0
6,82.0
7,82.0
8,82.0
9,82.0
10,82.0
11,82.0
12,82.0
13,82.0
14,82.0
15,82.0
16,82.0
17,82.0
18,82.0
19,82.0
20,82.0
21,82.0
22,82.0
23,82.0
24,82.0
25,99.0
26,99.0
27,99.0
28,99.0
29,99.0
30,99.0
31,99.0
32,99.0
33,99.0
34,99.0
35,99.0
36,99.0
37,99.0
38,99.0
39,99.0
40,99.0
41,99.0
42,99.0
43,99.0
44,99.0
45,99.0
46,99.0
47,99.0
48,99.0
49,102.0
50,102.0
51,102.0
52,102.0
53,102.0
54,102.0
55,102.0
56,102.0
57,102.0
58,102.0
59,102.0
60,102.0
61,102.0
62,102.0
63,102.0
64,102.0
65,102.0
66,102.0
67,102.0
68,102.0
69,102.0
70,102.0
71,102.0
72,102.0
73,82.0
74,82.0
75,82.0
76,82.0
77,82.0
78,82.0
79,82.0
80,82.0
81,82.0
82,82.0
83,82.0
84,82.0
85,82.0
86,82.0
87,82.0
88,82.0
89,82.0
90,82.0
91,82.0
92,82.0
93,82.0
94,82.0
95,82.0
96,82.0
