Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,3.987238468658962e6,1067.6,0.42634339523325504
NY_Z_A_conventional_hydroelectric_1,2,1.395791114372583e7,2434.9,0.6543877990979081
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,223744.38743459468,63.3,0.40350073837454953
NY_Z_D_conventional_hydroelectric_1,5,5.690736305355765e6,809.6,0.8024054250472308
NY_Z_F_conventional_hydroelectric_1,6,1.069241833800826e6,274.6,0.4444995268338945
PJM_EMAC_conventional_hydroelectric_1,10,2.526215545394727e6,572.0,0.5041621853535474
PJM_Rest_conventional_hydroelectric_1,11,3.2455474892318854e6,1507.8,0.2457197829454179
NENG_Rest_conventional_steam_coal_1,1,3.825939636e6,438.0,0.9971486301369862
NENG_Rest_natural_gas_fired_combined_cycle_1,1,1.7214829632000018e7,3721.9,0.5280000000000005
NENG_Rest_natural_gas_fired_combined_cycle_2,1,4.11349176765035e7,10513.3,0.4466501344057856
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.9537848480000014e6,933.2,0.23900000000000013
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,0.0,0.0,0.0
NENG_Rest_nuclear_1,1,1.7500868116304763e7,2010.7354094163036,0.993574781473563
NY_Z_A_natural_gas_fired_combined_cycle_1,2,2.1859073279999983e6,444.8,0.5609999999999995
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,78638.51999999965,47.0,0.19099999999999914
NY_Z_A_natural_gas_steam_turbine_1,2,156863.6128620365,45.0,0.39792900269415654
NY_Z_B_natural_gas_fired_combined_cycle_1,3,751187.5200000011,119.1,0.720000000000001
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,0.0,0.0,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,6.737902919999999e6,1768.2,0.43499999999999994
NY_Z_C&E_natural_gas_steam_turbine_1,4,280287.588,106.3,0.301
NY_Z_C&E_nuclear_1,4,-1.1394327426028639e-9,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_1,5,787348.8000000019,280.0,0.3210000000000008
NY_Z_D_natural_gas_fired_combined_cycle_2,5,665628.5999999993,91.0,0.8349999999999991
NY_Z_F_natural_gas_fired_combined_cycle_1,6,1.7001258176574416e7,3499.8,0.5545410871676169
NY_Z_F_natural_gas_fired_combined_cycle_2,6,1.944966156000006e6,293.3,0.7570000000000023
