Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,4.1816388323013135e6,1067.6,0.4471300403565239
NY_Z_A_conventional_hydroelectric_1,2,1.341555696538214e7,2434.9,0.628960645031419
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,217608.56430999952,63.3,0.39243539193302807
NY_Z_D_conventional_hydroelectric_1,5,5.593481523109538e6,809.6,0.7886923024039068
NY_Z_F_conventional_hydroelectric_1,6,1.0788580910000005e6,274.6,0.4484971461187216
PJM_EMAC_conventional_hydroelectric_1,10,2.8041110811999994e6,572.0,0.5596223858447488
PJM_Rest_conventional_hydroelectric_1,11,2.994991747648897e6,1507.8,0.22675025541831617
NENG_Rest_conventional_steam_coal_1,1,3.179247908589382e6,438.0,0.8286023822974349
NENG_Rest_natural_gas_fired_combined_cycle_1,1,5.743883894255958e-10,0.0,0.0
NENG_Rest_natural_gas_fired_combined_cycle_2,1,3.9710763699876174e7,9963.333653422103,0.45498749322975823
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.9537848480000012e6,933.2,0.23900000000000013
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,1.928592107719322e-10,0.0,0.0
NENG_Rest_nuclear_1,1,6.336595056264826e6,795.6763780028723,0.909107798129983
NY_Z_A_natural_gas_fired_combined_cycle_1,2,0.0,0.0,0.0
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,78638.51999999996,47.0,0.1909999999999999
NY_Z_A_natural_gas_steam_turbine_1,2,90128.69999999985,45.0,0.2286369863013695
NY_Z_B_natural_gas_fired_combined_cycle_1,3,0.0,1.4210854715202004e-14,0.0
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,2.319211489520967e-11,0.0,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,6.737902920000001e6,1768.2,0.43500000000000005
NY_Z_C&E_natural_gas_steam_turbine_1,4,0.0,0.0,0.0
NY_Z_C&E_nuclear_1,4,0.0,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_1,5,787348.8000000003,280.0,0.3210000000000001
NY_Z_D_natural_gas_fired_combined_cycle_2,5,0.0,1.4210854715202004e-14,0.0
NY_Z_F_natural_gas_fired_combined_cycle_1,6,6.513439435322322e6,1376.9320639527982,0.5400000000000005
NY_Z_F_natural_gas_fired_combined_cycle_2,6,5.462078734043949e-10,5.684341886080802e-14,0.0
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,3.563940300000001e6,746.5,0.5450000000000002
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,87356.47199999983,83.8,0.11899999999999977
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,17597.088000000014,24.8,0.08100000000000006
NY_Z_J_natural_gas_fired_combined_cycle_1,8,5.576991783719544e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combined_cycle_2,8,1.0926561743999999e7,2828.4,0.44099999999999995
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,-4.427122252313002e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,-6.648851835766589e-10,-2.2737367544323206e-13,0.0
