Resource,Zone,AnnualSum,Capacity,CapacityFactor
NENG_Rest_conventional_hydroelectric_1,1,4.022846076511307e6,1067.6,0.4301508094491921
NY_Z_A_conventional_hydroelectric_1,2,1.3353211471469998e7,2434.9,0.6260377054794519
NY_Z_B_conventional_hydroelectric_1,3,0.0,0.0,0.0
NY_Z_C&E_conventional_hydroelectric_1,4,217611.0435600001,63.3,0.3924398630136989
NY_Z_D_conventional_hydroelectric_1,5,5.7303446710399985e6,809.6,0.8079902853881276
NY_Z_F_conventional_hydroelectric_1,6,1.0330202499527321e6,274.6,0.42944168269360333
PJM_EMAC_conventional_hydroelectric_1,10,2.300134350372961e6,572.0,0.4590426825631767
PJM_Rest_conventional_hydroelectric_1,11,3.2905464981617974e6,1507.8,0.24912664935045506
NENG_Rest_conventional_steam_coal_1,1,3.83688e6,438.0,1.0
NENG_Rest_natural_gas_fired_combined_cycle_1,1,1.7214829632000092e7,3721.9,0.5280000000000028
NENG_Rest_natural_gas_fired_combined_cycle_2,1,4.091144379479525e7,10513.3,0.444223615892095
NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1.953784847999995e6,933.2,0.2389999999999994
NENG_Rest_natural_gas_fired_combustion_turbine_2,1,1.967249657068522e-10,0.0,0.0
NENG_Rest_nuclear_1,1,1.619379816299596e6,186.91981489000864,0.988984018264844
NY_Z_A_natural_gas_fired_combined_cycle_1,2,2.185907327999993e6,444.8,0.5609999999999982
NY_Z_A_natural_gas_fired_combustion_turbine_1,2,78638.52000000047,47.0,0.19100000000000114
NY_Z_A_natural_gas_steam_turbine_1,2,152204.5505756549,45.0,0.3861099710189115
NY_Z_B_natural_gas_fired_combined_cycle_1,3,751187.5199999997,119.1,0.7199999999999996
NY_Z_B_natural_gas_fired_combustion_turbine_1,3,0.0,0.0,0.0
NY_Z_B_natural_gas_steam_turbine_1,3,0.0,0.0,0.0
NY_Z_B_nuclear_1,3,2.114575181622058e-11,0.0,0.0
NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,6.737902919999986e6,1768.2,0.4349999999999991
NY_Z_C&E_natural_gas_steam_turbine_1,4,280287.5879999983,106.3,0.3009999999999982
NY_Z_C&E_nuclear_1,4,0.0,0.0,0.0
NY_Z_D_natural_gas_fired_combined_cycle_1,5,787348.8000000035,280.0,0.32100000000000145
NY_Z_D_natural_gas_fired_combined_cycle_2,5,665628.6000000031,91.0,0.8350000000000039
NY_Z_F_natural_gas_fired_combined_cycle_1,6,1.6584227105918959e7,3499.8,0.5409385137049891
NY_Z_F_natural_gas_fired_combined_cycle_2,6,1.9449661559999916e6,293.3,0.7569999999999967
NY_Z_F_natural_gas_fired_combustion_turbine_1,6,0.0,0.0,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,7,3.6733740828199266e6,746.5,0.5617346831362073
NY_Z_G-I_natural_gas_fired_combined_cycle_2,7,81549.46800000004,21.7,0.4290000000000002
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,7,87356.47199999989,83.8,0.11899999999999986
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,7,17597.088000000113,24.8,0.08100000000000052
NY_Z_J_natural_gas_fired_combined_cycle_1,8,4.298011235931398e6,756.6,0.6484807719362454
NY_Z_J_natural_gas_fired_combined_cycle_2,8,1.1311546985814733e7,2828.4,0.4565381441681347
NY_Z_J_natural_gas_fired_combustion_turbine_1,8,-3.985585414497181e-10,0.0,0.0
NY_Z_J_natural_gas_fired_combustion_turbine_2,8,6.318982200000006e6,1621.0,0.4450000000000004
NY_Z_K_natural_gas_fired_combined_cycle_1,9,1.0508014199999953e6,220.1,0.5449999999999976
NY_Z_K_natural_gas_fired_combined_cycle_2,9,2.174341870708193e6,527.9,0.47018856283062493
NY_Z_K_natural_gas_fired_combustion_turbine_1,9,-2.400482951340756e-11,0.0,0.0
NY_Z_K_natural_gas_fired_combustion_turbine_2,9,2.7152802600000096e6,533.5,0.5810000000000021
PJM_EMAC_conventional_steam_coal_1,10,0.0,0.0,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,10,1.106240266229993e7,1958.7,0.6447293378995392
PJM_EMAC_natural_gas_fired_combined_cycle_2,10,5.37397666590057e7,11865.3,0.5170266709857506
PJM_EMAC_natural_gas_fired_combined_cycle_3,10,2.0561116667039472e-10,0.0,0.0
PJM_EMAC_natural_gas_fired_combustion_turbine_1,10,1.404026163904815e6,295.4794514927791,0.5424301369862992
PJM_EMAC_natural_gas_fired_combustion_turbine_2,10,-2.8601335407503113e-9,-4.547473508864641e-13,0.0
PJM_EMAC_natural_gas_steam_turbine_1,10,2.188621137744271e6,1526.6,0.16365950192120246
PJM_EMAC_nuclear_1,10,6.273305729013026e7,7347.7,0.9746325938500784
PJM_EMAC_nuclear_2,10,0.0,0.0,0.0
PJM_Rest_conventional_steam_coal_1,11,1.7487132048550034e8,29603.6,0.6743260788376146
PJM_Rest_natural_gas_fired_combined_cycle_1,11,8.654842331999972e6,2133.9,0.4629999999999985
PJM_Rest_natural_gas_fired_combined_cycle_2,11,8.517318916800022e7,24246.8,0.4010000000000011
PJM_Rest_natural_gas_fired_combustion_turbine_1,11,1.448739312000003e6,614.8,0.26900000000000057
PJM_Rest_natural_gas_fired_combustion_turbine_2,11,6.418476658969103e-10,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_3,11,0.0,0.0,0.0
PJM_Rest_natural_gas_fired_combustion_turbine_4,11,-9.758096553014184e-14,0.0,0.0
PJM_Rest_nuclear_1,11,1.446782005586354e8,16711.775439772813,0.9882717954773722
NENG_Rest_naturalgas_ccavgcf_moderate_0,1,1.6828135006352372e7,3900.0488895828726,0.49256305043385445
NENG_Rest_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,0.0
NENG_Rest_nuclear_nuclear_moderate_0,1,0.0,0.0,0.0
NENG_Rest_naturalgas_ccs100_moderate_0,1,0.0,0.0,0.0
NY_Z_A_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,0.0
NY_Z_A_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,0.0
NY_Z_A_nuclear_nuclear_moderate_0,2,0.0,0.0,0.0
NY_Z_A_naturalgas_ccs100_moderate_0,2,0.0,0.0,0.0
NY_Z_B_naturalgas_ccavgcf_moderate_0,3,3.226780475042132e6,486.862529514527,0.7565871538201868
NY_Z_B_naturalgas_ctavgcf_moderate_0,3,0.0,0.0,0.0
NY_Z_B_nuclear_nuclear_moderate_0,3,0.0,0.0,0.0
NY_Z_B_naturalgas_ccs100_moderate_0,3,0.0,0.0,0.0
NY_Z_C&E_naturalgas_ccavgcf_moderate_0,4,0.0,0.0,0.0
NY_Z_C&E_naturalgas_ctavgcf_moderate_0,4,0.0,0.0,0.0
NY_Z_C&E_nuclear_nuclear_moderate_0,4,0.0,0.0,0.0
NY_Z_C&E_naturalgas_ccs100_moderate_0,4,0.0,0.0,0.0
NY_Z_D_naturalgas_ccavgcf_moderate_0,5,0.0,0.0,0.0
NY_Z_D_naturalgas_ctavgcf_moderate_0,5,0.0,0.0,0.0
NY_Z_D_nuclear_nuclear_moderate_0,5,0.0,0.0,0.0
NY_Z_D_naturalgas_ccs100_moderate_0,5,0.0,0.0,0.0
