Time,Weight
1,31.0
2,31.0
3,31.0
4,31.0
5,31.0
6,31.0
7,31.0
8,31.0
9,31.0
10,31.0
11,31.0
12,31.0
13,31.0
14,31.0
15,31.0
16,31.0
17,31.0
18,31.0
19,31.0
20,31.0
21,31.0
22,31.0
23,31.0
24,31.0
25,15.0
26,15.0
27,15.0
28,15.0
29,15.0
30,15.0
31,15.0
32,15.0
33,15.0
34,15.0
35,15.0
36,15.0
37,15.0
38,15.0
39,15.0
40,15.0
41,15.0
42,15.0
43,15.0
44,15.0
45,15.0
46,15.0
47,15.0
48,15.0
49,10.0
50,10.0
51,10.0
52,10.0
53,10.0
54,10.0
55,10.0
56,10.0
57,10.0
58,10.0
59,10.0
60,10.0
61,10.0
62,10.0
63,10.0
64,10.0
65,10.0
66,10.0
67,10.0
68,10.0
69,10.0
70,10.0
71,10.0
72,10.0
73,17.0
74,17.0
75,17.0
76,17.0
77,17.0
78,17.0
79,17.0
80,17.0
81,17.0
82,17.0
83,17.0
84,17.0
85,17.0
86,17.0
87,17.0
88,17.0
89,17.0
90,17.0
91,17.0
92,17.0
93,17.0
94,17.0
95,17.0
96,17.0
97,23.0
98,23.0
99,23.0
100,23.0
101,23.0
102,23.0
103,23.0
104,23.0
105,23.0
106,23.0
107,23.0
108,23.0
109,23.0
110,23.0
111,23.0
112,23.0
113,23.0
114,23.0
115,23.0
116,23.0
117,23.0
118,23.0
119,23.0
120,23.0
121,16.0
122,16.0
123,16.0
124,16.0
125,16.0
126,16.0
127,16.0
128,16.0
129,16.0
130,16.0
131,16.0
132,16.0
133,16.0
134,16.0
135,16.0
136,16.0
137,16.0
138,16.0
139,16.0
140,16.0
141,16.0
142,16.0
143,16.0
144,16.0
145,18.0
146,18.0
147,18.0
148,18.0
149,18.0
150,18.0
151,18.0
152,18.0
153,18.0
154,18.0
155,18.0
156,18.0
157,18.0
158,18.0
159,18.0
160,18.0
161,18.0
162,18.0
163,18.0
164,18.0
165,18.0
166,18.0
167,18.0
168,18.0
169,15.0
170,15.0
171,15.0
172,15.0
173,15.0
174,15.0
175,15.0
176,15.0
177,15.0
178,15.0
179,15.0
180,15.0
181,15.0
182,15.0
183,15.0
184,15.0
185,15.0
186,15.0
187,15.0
188,15.0
189,15.0
190,15.0
191,15.0
192,15.0
193,10.0
194,10.0
195,10.0
196,10.0
197,10.0
198,10.0
199,10.0
200,10.0
201,10.0
202,10.0
203,10.0
204,10.0
205,10.0
206,10.0
207,10.0
208,10.0
209,10.0
210,10.0
211,10.0
212,10.0
213,10.0
214,10.0
215,10.0
216,10.0
217,16.0
218,16.0
219,16.0
220,16.0
221,16.0
222,16.0
223,16.0
224,16.0
225,16.0
226,16.0
227,16.0
228,16.0
229,16.0
230,16.0
231,16.0
232,16.0
233,16.0
234,16.0
235,16.0
236,16.0
237,16.0
238,16.0
239,16.0
240,16.0
241,13.0
242,13.0
243,13.0
244,13.0
245,13.0
246,13.0
247,13.0
248,13.0
249,13.0
250,13.0
251,13.0
252,13.0
253,13.0
254,13.0
255,13.0
256,13.0
257,13.0
258,13.0
259,13.0
260,13.0
261,13.0
262,13.0
263,13.0
264,13.0
265,6.0
266,6.0
267,6.0
268,6.0
269,6.0
270,6.0
271,6.0
272,6.0
273,6.0
274,6.0
275,6.0
276,6.0
277,6.0
278,6.0
279,6.0
280,6.0
281,6.0
282,6.0
283,6.0
284,6.0
285,6.0
286,6.0
287,6.0
288,6.0
289,20.0
290,20.0
291,20.0
292,20.0
293,20.0
