Time,Weight
1,30.0
2,30.0
3,30.0
4,30.0
5,30.0
6,30.0
7,30.0
8,30.0
9,30.0
10,30.0
11,30.0
12,30.0
13,30.0
14,30.0
15,30.0
16,30.0
17,30.0
18,30.0
19,30.0
20,30.0
21,30.0
22,30.0
23,30.0
24,30.0
25,17.0
26,17.0
27,17.0
28,17.0
29,17.0
30,17.0
31,17.0
32,17.0
33,17.0
34,17.0
35,17.0
36,17.0
37,17.0
38,17.0
39,17.0
40,17.0
41,17.0
42,17.0
43,17.0
44,17.0
45,17.0
46,17.0
47,17.0
48,17.0
49,25.0
50,25.0
51,25.0
52,25.0
53,25.0
54,25.0
55,25.0
56,25.0
57,25.0
58,25.0
59,25.0
60,25.0
61,25.0
62,25.0
63,25.0
64,25.0
65,25.0
66,25.0
67,25.0
68,25.0
69,25.0
70,25.0
71,25.0
72,25.0
73,26.0
74,26.0
75,26.0
76,26.0
77,26.0
78,26.0
79,26.0
80,26.0
81,26.0
82,26.0
83,26.0
84,26.0
85,26.0
86,26.0
87,26.0
88,26.0
89,26.0
90,26.0
91,26.0
92,26.0
93,26.0
94,26.0
95,26.0
96,26.0
97,47.0
98,47.0
99,47.0
100,47.0
101,47.0
102,47.0
103,47.0
104,47.0
105,47.0
106,47.0
107,47.0
108,47.0
109,47.0
110,47.0
111,47.0
112,47.0
113,47.0
114,47.0
115,47.0
116,47.0
117,47.0
118,47.0
119,47.0
120,47.0
121,30.0
122,30.0
123,30.0
124,30.0
125,30.0
126,30.0
127,30.0
128,30.0
129,30.0
130,30.0
131,30.0
132,30.0
133,30.0
134,30.0
135,30.0
136,30.0
137,30.0
138,30.0
139,30.0
140,30.0
141,30.0
142,30.0
143,30.0
144,30.0
145,25.0
146,25.0
147,25.0
148,25.0
149,25.0
150,25.0
151,25.0
152,25.0
153,25.0
154,25.0
155,25.0
156,25.0
157,25.0
158,25.0
159,25.0
160,25.0
161,25.0
162,25.0
163,25.0
164,25.0
165,25.0
166,25.0
167,25.0
168,25.0
169,54.0
170,54.0
171,54.0
172,54.0
173,54.0
174,54.0
175,54.0
176,54.0
177,54.0
178,54.0
179,54.0
180,54.0
181,54.0
182,54.0
183,54.0
184,54.0
185,54.0
186,54.0
187,54.0
188,54.0
189,54.0
190,54.0
191,54.0
192,54.0
193,27.0
194,27.0
195,27.0
196,27.0
197,27.0
198,27.0
199,27.0
200,27.0
201,27.0
202,27.0
203,27.0
204,27.0
205,27.0
206,27.0
207,27.0
208,27.0
209,27.0
210,27.0
211,27.0
212,27.0
213,27.0
214,27.0
215,27.0
216,27.0
217,32.0
218,32.0
219,32.0
220,32.0
221,32.0
222,32.0
223,32.0
224,32.0
225,32.0
226,32.0
227,32.0
228,32.0
229,32.0
230,32.0
231,32.0
232,32.0
233,32.0
234,32.0
235,32.0
236,32.0
237,32.0
238,32.0
239,32.0
240,32.0
241,31.0
242,31.0
243,31.0
244,31.0
245,31.0
246,31.0
247,31.0
248,31.0
249,31.0
250,31.0
251,31.0
252,31.0
253,31.0
254,31.0
255,31.0
256,31.0
257,31.0
258,31.0
259,31.0
260,31.0
261,31.0
262,31.0
263,31.0
264,31.0
265,21.0
266,21.0
267,21.0
268,21.0
269,21.0
270,21.0
271,21.0
272,21.0
273,21.0
274,21.0
275,21.0
276,21.0
277,21.0
278,21.0
279,21.0
280,21.0
281,21.0
282,21.0
283,21.0
284,21.0
285,21.0
286,21.0
287,21.0
288,21.0
