Time,Weight
1,82.0
2,82.0
3,82.0
4,82.0
5,82.0
6,82.0
7,82.0
8,82.0
9,82.0
10,82.0
11,82.0
12,82.0
13,82.0
14,82.0
15,82.0
16,82.0
17,82.0
18,82.0
19,82.0
20,82.0
21,82.0
22,82.0
23,82.0
24,82.0
25,98.0
26,98.0
27,98.0
28,98.0
29,98.0
30,98.0
31,98.0
32,98.0
33,98.0
34,98.0
35,98.0
36,98.0
37,98.0
38,98.0
39,98.0
40,98.0
41,98.0
42,98.0
43,98.0
44,98.0
45,98.0
46,98.0
47,98.0
48,98.0
49,104.0
50,104.0
51,104.0
52,104.0
53,104.0
54,104.0
55,104.0
56,104.0
57,104.0
58,104.0
59,104.0
60,104.0
61,104.0
62,104.0
63,104.0
64,104.0
65,104.0
66,104.0
67,104.0
68,104.0
69,104.0
70,104.0
71,104.0
72,104.0
73,81.0
74,81.0
75,81.0
76,81.0
77,81.0
78,81.0
79,81.0
80,81.0
81,81.0
82,81.0
83,81.0
84,81.0
85,81.0
86,81.0
87,81.0
88,81.0
89,81.0
90,81.0
91,81.0
92,81.0
93,81.0
94,81.0
95,81.0
96,81.0
