Time,Weight
1,94.0
2,94.0
3,94.0
4,94.0
5,94.0
6,94.0
7,94.0
8,94.0
9,94.0
10,94.0
11,94.0
12,94.0
13,94.0
14,94.0
15,94.0
16,94.0
17,94.0
18,94.0
19,94.0
20,94.0
21,94.0
22,94.0
23,94.0
24,94.0
25,123.0
26,123.0
27,123.0
28,123.0
29,123.0
30,123.0
31,123.0
32,123.0
33,123.0
34,123.0
35,123.0
36,123.0
37,123.0
38,123.0
39,123.0
40,123.0
41,123.0
42,123.0
43,123.0
44,123.0
45,123.0
46,123.0
47,123.0
48,123.0
49,148.0
50,148.0
51,148.0
52,148.0
53,148.0
54,148.0
55,148.0
56,148.0
57,148.0
58,148.0
59,148.0
60,148.0
61,148.0
62,148.0
63,148.0
64,148.0
65,148.0
66,148.0
67,148.0
68,148.0
69,148.0
70,148.0
71,148.0
72,148.0
