Time,Weight
1,29.000000000000004
2,29.000000000000004
3,29.000000000000004
4,29.000000000000004
5,29.000000000000004
6,29.000000000000004
7,29.000000000000004
8,29.000000000000004
9,29.000000000000004
10,29.000000000000004
11,29.000000000000004
12,29.000000000000004
13,29.000000000000004
14,29.000000000000004
15,29.000000000000004
16,29.000000000000004
17,29.000000000000004
18,29.000000000000004
19,29.000000000000004
20,29.000000000000004
21,29.000000000000004
22,29.000000000000004
23,29.000000000000004
24,29.000000000000004
25,13.0
26,13.0
27,13.0
28,13.0
29,13.0
30,13.0
31,13.0
32,13.0
33,13.0
34,13.0
35,13.0
36,13.0
37,13.0
38,13.0
39,13.0
40,13.0
41,13.0
42,13.0
43,13.0
44,13.0
45,13.0
46,13.0
47,13.0
48,13.0
49,13.0
50,13.0
51,13.0
52,13.0
53,13.0
54,13.0
55,13.0
56,13.0
57,13.0
58,13.0
59,13.0
60,13.0
61,13.0
62,13.0
63,13.0
64,13.0
65,13.0
66,13.0
67,13.0
68,13.0
69,13.0
70,13.0
71,13.0
72,13.0
73,16.0
74,16.0
75,16.0
76,16.0
77,16.0
78,16.0
79,16.0
80,16.0
81,16.0
82,16.0
83,16.0
84,16.0
85,16.0
86,16.0
87,16.0
88,16.0
89,16.0
90,16.0
91,16.0
92,16.0
93,16.0
94,16.0
95,16.0
96,16.0
97,14.0
98,14.0
99,14.0
100,14.0
101,14.0
102,14.0
103,14.0
104,14.0
105,14.0
106,14.0
107,14.0
108,14.0
109,14.0
110,14.0
111,14.0
112,14.0
113,14.0
114,14.0
115,14.0
116,14.0
117,14.0
118,14.0
119,14.0
120,14.0
121,15.0
122,15.0
123,15.0
124,15.0
125,15.0
126,15.0
127,15.0
128,15.0
129,15.0
130,15.0
131,15.0
132,15.0
133,15.0
134,15.0
135,15.0
136,15.0
137,15.0
138,15.0
139,15.0
140,15.0
141,15.0
142,15.0
143,15.0
144,15.0
145,11.0
146,11.0
147,11.0
148,11.0
149,11.0
150,11.0
151,11.0
152,11.0
153,11.0
154,11.0
155,11.0
156,11.0
157,11.0
158,11.0
159,11.0
160,11.0
161,11.0
162,11.0
163,11.0
164,11.0
165,11.0
166,11.0
167,11.0
168,11.0
169,6.0
170,6.0
171,6.0
172,6.0
173,6.0
174,6.0
175,6.0
176,6.0
177,6.0
178,6.0
179,6.0
180,6.0
181,6.0
182,6.0
183,6.0
184,6.0
185,6.0
186,6.0
187,6.0
188,6.0
189,6.0
190,6.0
191,6.0
192,6.0
193,18.0
194,18.0
195,18.0
196,18.0
197,18.0
198,18.0
199,18.0
200,18.0
201,18.0
202,18.0
203,18.0
204,18.0
205,18.0
206,18.0
207,18.0
208,18.0
209,18.0
210,18.0
211,18.0
212,18.0
213,18.0
214,18.0
215,18.0
216,18.0
217,7.0
218,7.0
219,7.0
220,7.0
221,7.0
222,7.0
223,7.0
224,7.0
225,7.0
226,7.0
227,7.0
228,7.0
229,7.0
230,7.0
231,7.0
232,7.0
233,7.0
234,7.0
235,7.0
236,7.0
237,7.0
238,7.0
239,7.0
240,7.0
241,15.0
242,15.0
243,15.0
244,15.0
245,15.0
246,15.0
247,15.0
248,15.0
249,15.0
250,15.0
251,15.0
252,15.0
253,15.0
254,15.0
255,15.0
256,15.0
257,15.0
258,15.0
259,15.0
260,15.0
261,15.0
262,15.0
263,15.0
264,15.0
265,11.0
266,11.0
267,11.0
268,11.0
269,11.0
270,11.0
271,11.0
272,11.0
273,11.0
274,11.0
275,11.0
