Time,Weight
1,23.0
2,23.0
3,23.0
4,23.0
5,23.0
6,23.0
7,23.0
8,23.0
9,23.0
10,23.0
11,23.0
12,23.0
13,23.0
14,23.0
15,23.0
16,23.0
17,23.0
18,23.0
19,23.0
20,23.0
21,23.0
22,23.0
23,23.0
24,23.0
25,26.0
26,26.0
27,26.0
28,26.0
29,26.0
30,26.0
31,26.0
32,26.0
33,26.0
34,26.0
35,26.0
36,26.0
37,26.0
38,26.0
39,26.0
40,26.0
41,26.0
42,26.0
43,26.0
44,26.0
45,26.0
46,26.0
47,26.0
48,26.0
49,23.0
50,23.0
51,23.0
52,23.0
53,23.0
54,23.0
55,23.0
56,23.0
57,23.0
58,23.0
59,23.0
60,23.0
61,23.0
62,23.0
63,23.0
64,23.0
65,23.0
66,23.0
67,23.0
68,23.0
69,23.0
70,23.0
71,23.0
72,23.0
73,24.0
74,24.0
75,24.0
76,24.0
77,24.0
78,24.0
79,24.0
80,24.0
81,24.0
82,24.0
83,24.0
84,24.0
85,24.0
86,24.0
87,24.0
88,24.0
89,24.0
90,24.0
91,24.0
92,24.0
93,24.0
94,24.0
95,24.0
96,24.0
97,24.0
98,24.0
99,24.0
100,24.0
101,24.0
102,24.0
103,24.0
104,24.0
105,24.0
106,24.0
107,24.0
108,24.0
109,24.0
110,24.0
111,24.0
112,24.0
113,24.0
114,24.0
115,24.0
116,24.0
117,24.0
118,24.0
119,24.0
120,24.0
121,45.0
122,45.0
123,45.0
124,45.0
125,45.0
126,45.0
127,45.0
128,45.0
129,45.0
130,45.0
131,45.0
132,45.0
133,45.0
134,45.0
135,45.0
136,45.0
137,45.0
138,45.0
139,45.0
140,45.0
141,45.0
142,45.0
143,45.0
144,45.0
145,34.0
146,34.0
147,34.0
148,34.0
149,34.0
150,34.0
151,34.0
152,34.0
153,34.0
154,34.0
155,34.0
156,34.0
157,34.0
158,34.0
159,34.0
160,34.0
161,34.0
162,34.0
163,34.0
164,34.0
165,34.0
166,34.0
167,34.0
168,34.0
169,29.000000000000004
170,29.000000000000004
171,29.000000000000004
172,29.000000000000004
173,29.000000000000004
174,29.000000000000004
175,29.000000000000004
176,29.000000000000004
177,29.000000000000004
178,29.000000000000004
179,29.000000000000004
180,29.000000000000004
181,29.000000000000004
182,29.000000000000004
183,29.000000000000004
184,29.000000000000004
185,29.000000000000004
186,29.000000000000004
187,29.000000000000004
188,29.000000000000004
189,29.000000000000004
190,29.000000000000004
191,29.000000000000004
192,29.000000000000004
193,55.0
194,55.0
195,55.0
196,55.0
197,55.0
198,55.0
199,55.0
200,55.0
201,55.0
202,55.0
203,55.0
204,55.0
205,55.0
206,55.0
207,55.0
208,55.0
209,55.0
210,55.0
211,55.0
212,55.0
213,55.0
214,55.0
215,55.0
216,55.0
217,27.0
218,27.0
219,27.0
220,27.0
221,27.0
222,27.0
223,27.0
224,27.0
225,27.0
226,27.0
227,27.0
228,27.0
229,27.0
230,27.0
231,27.0
232,27.0
233,27.0
234,27.0
235,27.0
236,27.0
237,27.0
238,27.0
239,27.0
240,27.0
241,24.0
242,24.0
243,24.0
244,24.0
245,24.0
246,24.0
247,24.0
248,24.0
249,24.0
250,24.0
251,24.0
252,24.0
253,24.0
254,24.0
255,24.0
256,24.0
257,24.0
258,24.0
259,24.0
260,24.0
261,24.0
262,24.0
263,24.0
264,24.0
265,31.0
266,31.0
267,31.0
268,31.0
269,31.0
270,31.0
271,31.0
272,31.0
273,31.0
274,31.0
275,31.0
276,31.0
277,31.0
278,31.0
279,31.0
280,31.0
281,31.0
282,31.0
283,31.0
284,31.0
285,31.0
286,31.0
287,31.0
288,31.0
